N,P,K,temperature,humidity,label,Region,Soil_Type,soil_moisture_range
13,30,37,20.86474944,91.61793636,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
40,11,44,24.45840036,86.10874614,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
21,9,40,24.51147697,90.64498715,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
3,27,44,24.56811204,92.03009222,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
40,29,42,24.63228709,89.01574455,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
14,25,40,20.07386547,90.97819712,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
38,14,37,21.80523051,94.63612858,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
34,9,36,22.8122645,86.34233767,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
32,14,37,22.73031253,88.48567856,pomegranate,West Coast Plains & Ghats,"['Red', 'Lateritic Coastal Alluvium']","(80, 100)"
18,21,35,23.2801227,94.94330457,pomegranate,West Coast Plains & Ghats,"['Red', 'Lateritic Coastal Alluvium']","(80, 100)"
8,23,38,19.30106297,87.1775172,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
15,6,41,19.0087067,88.83768149,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
0,5,36,24.35193812,90.88612388,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
22,9,44,24.72235539,88.87651295,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
14,8,43,21.92513945,94.46485312,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
31,11,45,24.83954414,86.88738076,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
39,17,45,18.09691127,90.42177379,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
10,5,42,20.24104904,91.08706822,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
8,28,38,23.22594,94.42971362,pomegranate,West Coast Plains & Ghats,"['Red', 'Lateritic Coastal Alluvium']","(80, 100)"
32,13,42,23.50128217,92.97527546,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
18,9,40,19.44623085,89.02127045,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
20,27,41,20.51343484,92.51675903,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
39,25,36,18.90223032,94.99897537,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
20,7,45,18.90592319,89.24126808,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
11,10,45,22.63045168,88.45577158,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
40,18,43,19.38603815,86.79058496,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
3,26,39,24.38318965,91.19431555,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
9,16,36,23.77989026,92.93386903,pomegranate,West Coast Plains & Ghats,"['Red', 'Lateritic Coastal Alluvium']","(80, 100)"
30,20,38,22.59890174,93.16343942,pomegranate,West Coast Plains & Ghats,"['Red', 'Lateritic Coastal Alluvium']","(80, 100)"
40,9,41,24.37766782,85.4017118,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
40,30,35,20.89273273,91.07776977,pomegranate,West Coast Plains & Ghats,"['Red', 'Lateritic Coastal Alluvium']","(80, 100)"
32,25,35,18.09903225,85.70786282,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
33,23,45,20.00218987,85.83618191,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
4,14,41,19.85139326,89.80732335,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
13,17,45,21.25433607,92.65058936,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
39,24,39,23.65374106,93.32657504,pomegranate,West Coast Plains & Ghats,"['Red', 'Lateritic Coastal Alluvium']","(80, 100)"
8,28,37,23.88404783,86.20613842,pomegranate,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
91,94,46,29.36792366,76.24900101,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
105,95,50,27.33368994,83.67675197,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
108,92,53,27.40053601,82.96221306,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
86,76,54,29.3159075,80.11585705,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
80,77,49,26.05433004,79.39654531,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
93,94,53,25.86632408,84.42379269,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
90,92,55,27.00932084,80.18546798,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
108,89,53,29.55054817,78.06762846,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
108,88,55,26.28845991,83.390039,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
105,77,52,29.16226551,76.16151562,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
118,88,52,28.65003945,82.68752542,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
101,87,54,29.07311132,76.50045221,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
95,75,50,28.08166093,75.26429821,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
106,85,53,27.1994597,78.8086068,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
86,95,49,28.05484146,78.04602887,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
83,79,55,25.14748006,83.34688193,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
85,95,47,25.94019018,78.3422098,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
109,79,45,27.66752761,79.68542782,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
100,76,45,25.56703012,75.94067692,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
117,86,48,28.6956201,82.54195839,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
114,94,53,26.33544853,76.8532006,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
110,78,50,25.93730186,78.89864446,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
94,70,48,25.13686519,84.88394407,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
80,71,47,27.50527651,80.79783998,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
114,79,51,26.21009246,82.34429458,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
88,78,45,29.10403455,79.19588629,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
112,73,48,29.2440638,77.32017166,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
117,76,47,25.56202173,77.38229006,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
111,87,48,26.3985515,81.36028902,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
89,83,47,28.09577643,77.79586769,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
93,91,47,27.84767901,83.31110751,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
92,81,52,27.39341554,81.4654833,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
105,74,45,25.14517635,81.38204104,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
102,71,48,28.65456263,79.28693687,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
94,91,51,29.16093424,76.67484233,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
116,71,47,27.57278064,82.0638878,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
117,79,49,25.40909896,82.36208097,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
119,72,55,25.99069521,83.33983116,banana,Middle Gangetic Plain (Eastern U.P.),['Alluvial Red & Black'],"(80, 100)"
99,73,53,26.29039046,81.06003778,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
91,84,52,29.14827211,78.71024836,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
80,90,47,26.59743595,79.35898915,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
101,70,48,25.36059237,75.03193255,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
108,89,53,29.12036889,80.18080728,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
100,80,52,27.53911354,77.25629897,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
109,91,53,29.66727337,83.51014178,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
82,78,46,25.05802193,84.97323747,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
106,70,55,25.86824781,78.52399914,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
90,86,52,25.85036988,81.95580471,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
83,95,50,26.51682337,77.79913575,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
119,90,48,28.66725136,79.59242542,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
107,72,45,28.14938935,81.54448882,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
116,81,55,26.42313317,83.6995044,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
101,75,50,26.59386409,81.40740301,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
93,81,50,27.71822477,76.57853189,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
95,75,45,28.98333432,82.95958244,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
107,71,55,29.42017919,83.96754496,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
83,94,47,27.39872329,81.10523402,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
102,73,54,26.4020227,84.41007614,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
86,79,45,27.81251452,82.69285419,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
117,86,53,25.19640218,83.55829874,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
111,79,53,28.31193338,75.77363772,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
95,74,50,25.90113128,80.47152737,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
91,75,55,27.48612983,76.11239849,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
93,83,46,29.38254012,83.50423735,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
92,85,51,29.22118628,81.08183635,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
104,80,54,27.09062164,81.33506906,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
103,72,51,26.12643374,81.81365007,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
92,75,45,29.01207743,77.95192527,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
93,85,49,27.96799119,79.28625709,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
120,87,52,28.0764455,76.05522115,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
108,72,46,25.16278237,84.97849241,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
105,88,54,25.78749808,84.51194224,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
98,79,50,25.34119774,84.47321314,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
111,88,55,29.44795403,78.34971537,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
97,74,45,26.47522633,78.51833782,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
95,82,48,27.39489579,83.31172003,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
89,91,55,25.08347445,80.261731,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
89,85,55,26.6719835,76.48541655,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
118,88,51,25.44926208,79.49221962,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
101,92,45,28.22776705,80.6430384,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
99,92,47,28.1279509,77.48247073,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
82,77,46,28.9470467,82.1888998,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
90,86,55,27.96236771,84.15403614,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
95,88,52,28.00316034,78.90085998,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
104,73,46,29.1400919,80.1190228,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
102,73,52,27.9122104,83.36307683,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
100,74,52,25.43480512,81.53977797,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
94,89,48,28.55980972,84.51602322,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
99,70,46,26.59580783,82.99556744,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
112,87,48,27.19711623,77.3970629,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
117,82,45,25.29391516,79.29122198,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
96,86,51,29.90888522,76.98740841,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
113,85,45,27.94972463,76.63713353,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
105,93,46,25.01018457,78.76260938,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
85,89,51,29.21144871,84.70189923,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
108,94,47,27.35911627,84.54625006,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
92,81,52,28.0106804,76.52808057,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
110,71,54,28.67208915,82.20793613,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
82,75,55,27.34585147,78.4873835,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
117,81,53,29.50704598,78.20585613,banana,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(70, 90)"
2,40,27,29.73770045,47.54885174,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
39,24,31,33.55695561,53.72979826,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
21,26,27,27.00315545,47.67525434,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
25,22,25,33.56150184,45.53556603,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
0,21,32,35.89855625,54.25964196,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
20,19,35,34.17719782,50.62161586,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
19,21,34,30.01592643,53.19212381,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
18,17,31,31.74592134,45.16127859,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
11,36,33,35.99009679,52.22780489,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
30,28,30,31.86641378,52.19331595,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
18,19,27,27.75518664,52.34605806,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
23,23,27,34.72413192,51.4271781,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
37,30,34,27.53907547,53.63549533,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
11,27,30,27.69637763,48.5622488,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
12,19,31,27.25373364,52.66319725,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
3,28,33,30.33723921,48.88704844,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
37,38,32,31.85744939,45.53106268,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
26,37,30,35.39986338,49.45962621,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
14,18,30,29.80747243,52.13797867,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
40,16,35,34.16438906,54.16482251,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
4,20,25,28.93270187,47.94053996,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
36,25,33,27.98392787,53.33018851,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
30,17,31,31.20478173,54.49960506,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
28,37,28,32.13409675,50.52559148,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
38,15,30,28.91862016,48.13974548,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
12,37,30,31.09779147,47.41196659,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
38,19,31,34.73823882,49.08864345,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
8,33,29,29.98080499,49.48613279,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
15,27,28,33.80398664,46.12866113,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
34,16,25,30.07202564,50.96040505,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
11,36,31,27.92063282,51.77965917,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
33,29,34,31.40948821,49.21729127,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
12,31,26,35.7877738,51.94190321,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
12,34,28,33.36140093,45.02236377,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
5,16,31,35.96054636,48.69677802,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
1,30,29,28.33333307,51.39586505,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
16,35,31,32.27652024,50.19368841,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
35,18,26,31.99490489,50.84881347,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
4,40,26,27.58258929,48.56916221,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
9,29,34,29.38471637,45.88744691,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
2,38,33,32.38697531,53.2328243,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
26,32,32,30.91471455,49.92963856,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
34,38,31,35.37775595,45.58110023,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
5,32,33,32.32362177,52.5896771,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
31,29,26,28.22373428,47.40519056,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
34,34,35,27.27433181,47.16808054,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
36,19,32,27.10710832,50.70880979,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
7,17,26,34.89226666,48.75613373,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
38,15,27,33.7462686,48.50387598,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
5,19,25,27.3511056,54.43945147,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
37,36,26,32.89300162,52.61323969,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
21,31,32,35.38598705,51.42664176,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
37,36,27,27.5529736,47.90859131,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
23,23,30,32.82141065,47.45553843,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
36,26,26,30.17294105,51.0845903,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
24,33,35,29.26382931,54.82257868,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
26,18,30,32.06097197,51.08494181,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
22,17,26,28.69818144,47.71875722,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
11,34,32,29.14305008,49.40983294,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
29,35,28,28.3471611,53.53903102,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
22,28,26,27.67256197,45.41692012,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
23,24,32,28.1218093,46.16888595,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
1,35,34,30.79375683,46.69536813,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
2,24,34,28.89409382,54.80750249,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
39,37,25,33.33024826,45.61143594,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
15,36,27,27.78912455,53.96886679,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
3,18,31,31.65333432,48.20662669,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
8,38,32,29.75150773,46.73723302,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
33,31,34,31.32995611,50.22287593,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
14,29,32,35.63627319,48.97047762,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
18,20,26,31.66524687,51.98594645,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
9,21,32,32.26935342,53.56092806,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
20,30,27,27.81005614,51.59445462,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
9,38,25,34.58561471,50.34035336,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
26,24,34,31.27180992,52.23810152,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
31,36,29,33.93679864,52.72170281,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
14,18,35,31.09154239,47.02058367,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
40,16,35,31.89356292,49.02450149,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
28,27,34,32.45465292,50.69693751,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
0,17,30,35.47478322,47.97230503,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
1,29,29,27.32961444,49.30347234,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
2,36,31,30.90225239,49.95955487,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
12,27,26,29.09382275,45.5661059,mango,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 80)"
7,28,35,30.02086169,46.78393776,mango,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 80)"
